services,store_url,store_name,stradd,city,state,lat,long
Adult Beverage,https://www.familydollar.com/locations/ga/nahunta/21733/,FAMILY DOLLAR #1733,104 Bryan Street,Nahunta,GA,31.207156,-81.979822
Tobaco,https://www.familydollar.com/locations/ga/newnan/20318/,FAMILY DOLLAR #318,121 Jefferson St,Newnan,GA,33.381353,-84.795443
Adult Beverage,https://www.familydollar.com/locations/ga/newnan/20318/,FAMILY DOLLAR #318,121 Jefferson St,Newnan,GA,33.381353,-84.795443
Tobaco,https://www.familydollar.com/locations/ga/newnan/24751/,FAMILY DOLLAR #4751,159 Temple Ave Ste A,Newnan,GA,33.383364,-84.813602
Tobaco,https://www.familydollar.com/locations/ga/savannah/20315/,FAMILY DOLLAR #315,702 Wheaton Street,Savannah,GA,32.071457,-81.082943
Adult Beverage,https://www.familydollar.com/locations/ga/savannah/20315/,FAMILY DOLLAR #315,702 Wheaton Street,Savannah,GA,32.071457,-81.082943
Tobaco,https://www.familydollar.com/locations/ga/savannah/28738/,FAMILY DOLLAR #8738,3107 Montgomery Ave,Savannah,GA,32.04991762,-81.1081047
Adult Beverage,https://www.familydollar.com/locations/ga/savannah/28738/,FAMILY DOLLAR #8738,3107 Montgomery Ave,Savannah,GA,32.04991762,-81.1081047
Tobaco,https://www.familydollar.com/locations/ga/savannah/29157/,FAMILY DOLLAR #9157,702 W Oglethorpe Avenue,Savannah,GA,32.07961345,-81.10115409
Tobaco,https://www.familydollar.com/locations/ga/screven/29429/,FAMILY DOLLAR #9429,101 Broadhurst Road,Screven,GA,31.486259,-82.016868
Adult Beverage,https://www.familydollar.com/locations/ga/screven/29429/,FAMILY DOLLAR #9429,101 Broadhurst Road,Screven,GA,31.486259,-82.016868
Tobaco,https://www.familydollar.com/locations/ga/smyrna/23075/,FAMILY DOLLAR #3075,3791 S Cobb Dr Se Ste H,Smyrna,GA,33.861594,-84.517291
Tobaco,https://www.familydollar.com/locations/ga/smyrna/23143/,FAMILY DOLLAR #3143,2500 Cobb Dr Se Ste F,Smyrna,GA,33.89135,-84.539459
Tobaco,https://www.familydollar.com/locations/ga/smyrna/27527/,FAMILY DOLLAR #7527,2393 Spring Rd Se,Smyrna,GA,33.88402,-84.48454
Adult Beverage,https://www.familydollar.com/locations/ga/smyrna/27527/,FAMILY DOLLAR #7527,2393 Spring Rd Se,Smyrna,GA,33.88402,-84.48454
Tobaco,https://www.familydollar.com/locations/ga/snellville/31178/,FAMILY DOLLAR #11178,3193 Stone Mountain Highway,Snellville,GA,33.85210891,-84.04385708
Adult Beverage,https://www.familydollar.com/locations/ga/snellville/31178/,FAMILY DOLLAR #11178,3193 Stone Mountain Highway,Snellville,GA,33.85210891,-84.04385708
Tobaco,https://www.familydollar.com/locations/ga/snellville/32308/,FAMILY DOLLAR #12308,3295 Hwy 124,Snellville,GA,33.8134012,-84.04238703
Adult Beverage,https://www.familydollar.com/locations/ga/snellville/32308/,FAMILY DOLLAR #12308,3295 Hwy 124,Snellville,GA,33.8134012,-84.04238703
Tobaco,https://www.familydollar.com/locations/ga/sparta/21936/,FAMILY DOLLAR #1936,602 Spring St,Sparta,GA,33.274905,-82.974882
Adult Beverage,https://www.familydollar.com/locations/ga/sparta/21936/,FAMILY DOLLAR #1936,602 Spring St,Sparta,GA,33.274905,-82.974882
Tobaco,https://www.familydollar.com/locations/ga/springfield/23064/,FAMILY DOLLAR #3064,809 S Laurel St,Springfield,GA,32.361344,-81.305198
Adult Beverage,https://www.familydollar.com/locations/ga/springfield/23064/,FAMILY DOLLAR #3064,809 S Laurel St,Springfield,GA,32.361344,-81.305198
Propane,https://www.familydollar.com/locations/ga/springfield/23064/,FAMILY DOLLAR #3064,809 S Laurel St,Springfield,GA,32.361344,-81.305198
Fresh Produce,https://www.familydollar.com/locations/ga/springfield/23064/,FAMILY DOLLAR #3064,809 S Laurel St,Springfield,GA,32.361344,-81.305198
Tobaco,https://www.familydollar.com/locations/ga/statesboro/30436/,FAMILY DOLLAR #10436,20 Veterans Plaza,Statesboro,GA,32.417135,-81.802364
Adult Beverage,https://www.familydollar.com/locations/ga/statesboro/30436/,FAMILY DOLLAR #10436,20 Veterans Plaza,Statesboro,GA,32.417135,-81.802364
Propane,https://www.familydollar.com/locations/ga/statesboro/30436/,FAMILY DOLLAR #10436,20 Veterans Plaza,Statesboro,GA,32.417135,-81.802364
Fresh Produce,https://www.familydollar.com/locations/ga/statesboro/30436/,FAMILY DOLLAR #10436,20 Veterans Plaza,Statesboro,GA,32.417135,-81.802364
Tobaco,https://www.familydollar.com/locations/ga/statesboro/20383/,FAMILY DOLLAR #383,2538 Northside Drive W,Statesboro,GA,32.455868,-81.78768
Adult Beverage,https://www.familydollar.com/locations/ga/statesboro/20383/,FAMILY DOLLAR #383,2538 Northside Drive W,Statesboro,GA,32.455868,-81.78768
Tobaco,https://www.familydollar.com/locations/ga/stonecrest/32488/,FAMILY DOLLAR #12488,3332 Snapfinger Road,Stonecrest,GA,33.6848,-84.19905
Tobaco,https://www.familydollar.com/locations/ga/stone-mountain/30681/,FAMILY DOLLAR #10681,4615 Rockbridge Road,Stone Mountain,GA,33.785969,-84.204799
Adult Beverage,https://www.familydollar.com/locations/ga/stone-mountain/30681/,FAMILY DOLLAR #10681,4615 Rockbridge Road,Stone Mountain,GA,33.785969,-84.204799
Tobaco,https://www.familydollar.com/locations/ga/stone-mountain/22602/,FAMILY DOLLAR #2602,4812c Redan Rd,Stone Mountain,GA,33.762958,-84.194867
Tobaco,https://www.familydollar.com/locations/ga/stone-mountain/27203/,FAMILY DOLLAR #7203,7184 Rockbridge Rd,Stone Mountain,GA,33.785826,-84.103736
Tobaco,https://www.familydollar.com/locations/ga/stone-mountain/27459/,FAMILY DOLLAR #7459,6130 Memorial Drive,Stone Mountain,GA,33.805206,-84.18964
Adult Beverage,https://www.familydollar.com/locations/ga/stone-mountain/27459/,FAMILY DOLLAR #7459,6130 Memorial Drive,Stone Mountain,GA,33.805206,-84.18964
Propane,https://www.familydollar.com/locations/ga/stone-mountain/27459/,FAMILY DOLLAR #7459,6130 Memorial Drive,Stone Mountain,GA,33.805206,-84.18964
Tobaco,https://www.familydollar.com/locations/ga/stone-mountain/28168/,FAMILY DOLLAR #8168,4104 Redan Rd,Stone Mountain,GA,33.764813,-84.222033
Tobaco,https://www.familydollar.com/locations/ga/summerville/20178/,FAMILY DOLLAR #178,10205 Commerce Street,Summerville,GA,34.48352,-85.346756
Adult Beverage,https://www.familydollar.com/locations/ga/summerville/20178/,FAMILY DOLLAR #178,10205 Commerce Street,Summerville,GA,34.48352,-85.346756
Tobaco,https://www.familydollar.com/locations/ga/swainsboro/20183/,FAMILY DOLLAR #183,501 South Main St,Swainsboro,GA,32.586308,-82.32191
Tobaco,https://www.familydollar.com/locations/ga/sylvania/20226/,FAMILY DOLLAR #226,311 W Ogeechee St,Sylvania,GA,32.749018,-81.638505
Adult Beverage,https://www.familydollar.com/locations/ga/sylvania/20226/,FAMILY DOLLAR #226,311 W Ogeechee St,Sylvania,GA,32.749018,-81.638505
Tobaco,https://www.familydollar.com/locations/ga/tallapoosa/22053/,FAMILY DOLLAR #2053,6 Robertson Ave,Tallapoosa,GA,33.745035,-85.289519
