store_url,store_name,store_num,state,stradd,city,lat,long,class,Tobaco,Adult Beverage,Propane,Fresh Produce
https://www.familydollar.com/locations/ga/darien/32692/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/dearing/32532/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/decatur/33758/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/donalsonville/32810/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/donalsonville/20930/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/douglasville/32663/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/edison/32998/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/ellaville/32721/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/fort-gaines/33587/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/gibson/33815/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/glennville/33478/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/glennville/20845/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/griffin/32213/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/hephzibah/33105/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/hinesville/27912/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/hogansville/32665/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/homerville/33934/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/lawrenceville/33405/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/louisville/32547/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/lumpkin/33463/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/luthersville/32778/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/manchester/20448/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/milledgeville/20425/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/monroe/20209/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/mount-vernon/22928/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/newnan/28064/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/pearson/28737/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/pelham/33465/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/pembroke/33471/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/portal/33876/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/porterdale/27979/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/port-wentworth/27927/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/ray-city/33705/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/rochelle/33773/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/rome/21139/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/savannah/28382/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/social-circle/23144/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/soperton/22665/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/stone-mountain/32411/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/stone-mountain/28346/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/sylvester/32851/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/unadilla/29366/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/washington/20240/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/waynesville/28287/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/willacoochee/32820/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.familydollar.com/locations/ga/wrens/32481/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
